Project ID,Project Name,Project Start Date,Project Completion Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Financing Type
74666,127-131 CONCORD STREET APARTMENTS,08/31/2023,06/12/2024,224371.0,127,CONCORD STREET,Brooklyn,11201.0,3001070048.0,3000000.0,BK-02,33,13.0,BK0202,40.697666,-73.986282,40.697929,-73.986231,06/12/2024,New Construction,No,Non Prevailing Wage,,,,,22.0,,4.0,7.0,11.0,,,,,,22.0,,22,73,Privately Financed
69561,212 EAST 125TH STREET,04/29/2021,06/18/2024,998544.0,212,EAST 125 STREET,Manhattan,10035.0,1017890045.0,1091703.0,MN-11,8,242.0,MN1102,40.803469,-73.935294,40.803038,-73.935373,06/18/2024,New Construction,No,Non Prevailing Wage,,,28.0,,6.0,,8.0,9.0,17.0,,,,,,34.0,,34,113,Privately Financed
74945,17 SOMERS ST,12/18/2023,06/20/2024,1010902.0,17,SOMERS STREET,Brooklyn,11233.0,3015380061.0,3424509.0,BK-16,41,371.0,BK1601,40.678598,-73.912582,40.678796,-73.912874,06/20/2024,New Construction,No,Non Prevailing Wage,,,,,12.0,,1.0,8.0,3.0,,,,,,12.0,,12,39,Privately Financed
74847,491 EVERGREEN AVENUE,11/30/2023,06/20/2024,290786.0,491,EVERGREEN AVENUE,Brooklyn,11221.0,3033680007.0,3000000.0,BK-04,37,415.0,BK0402,40.690955,-73.916666,40.69115,-73.9165,06/20/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,2.0,,,,,,3.0,,3,10,Privately Financed
74998,49 BORINQUEN PLACE,10/31/2023,06/20/2024,1011516.0,49,BORINQUEN PLACE,Brooklyn,11211.0,,,BK-01,34,523.0,BK0102,40.710487,-73.956705,,,06/20/2024,New Construction,No,Non Prevailing Wage,,,,,5.0,,,,5.0,,,,,,5.0,,5,16,Privately Financed
74953,55 DASH PLACE,08/02/2023,06/20/2024,1010097.0,55,DASH PLACE,Bronx,10463.0,2057787501.0,2130635.0,BX-08,11,335.0,BX0803,40.889557,-73.903896,40.88948,-73.903589,06/20/2024,New Construction,No,Non Prevailing Wage,,,,,9.0,,,7.0,2.0,,,,,,9.0,,9,29,Privately Financed
74647,5 WITHERS STREET APARTMENT,07/25/2023,06/20/2024,1009474.0,5,WITHERS STREET,Brooklyn,11211.0,3023070022.0,3429469.0,BK-01,33,519.0,BK0102,40.716615,-73.952466,40.716785,-73.952574,06/20/2024,New Construction,No,Non Prevailing Wage,,,,,7.0,,,5.0,2.0,,,,,,7.0,,7,23,Privately Financed
73700,1760 GRAND AVENUE,02/28/2023,06/20/2024,996766.0,1760,GRAND AVENUE,Bronx,10453.0,2028670123.0,2008515.0,BX-05,14,217.0,BX0501,40.849456,-73.913345,40.849854,-73.912701,06/20/2024,New Construction,No,Non Prevailing Wage,,,,,5.0,,1.0,1.0,3.0,,,,,,5.0,,5,15,Privately Financed
75601,CONFIDENTIAL,06/21/2024,06/21/2024,,----,----,Staten Island,,,,SI-01,49,,,,,,,06/21/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75603,CONFIDENTIAL,06/21/2024,06/21/2024,,----,----,Queens,,,,QN-08,24,,,,,,,06/21/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
67690,982 FULTON STREET,09/17/2021,06/25/2024,999794.0,445,GRAND AVENUE,Brooklyn,11238.0,3020150010.0,3000000.0,BK-02,35,227.0,BK0301,40.682179,-73.961558,40.682026,-73.961122,06/25/2024,New Construction,No,Non Prevailing Wage,,,20.0,,14.0,,1.0,25.0,8.0,,,,,,34.0,,34,113,Privately Financed
75380,2067 ANTHONY AVE,01/30/2024,06/26/2024,1011555.0,2067,ANTHONY AVENUE,Bronx,10457.0,2031560024.0,2129658.0,BX-05,15,23502.0,BX0502,40.852648,-73.902106,40.852749,-73.902315,06/26/2024,New Construction,No,Non Prevailing Wage,,,,,51.0,,51.0,,,,,,,,51.0,,51,52,Privately Financed
74857,3002 PERRY AVENUE,11/20/2023,06/26/2024,1010792.0,3002,PERRY AVENUE,Bronx,10458.0,2032810010.0,2129686.0,BX-07,11,415.0,BX0702,40.870821,-73.882865,40.870758,-73.882489,06/26/2024,New Construction,No,Non Prevailing Wage,,,,,23.0,,23.0,,,,,,,,23.0,,23,24,Privately Financed
74655,872 EAST 164 STREET,07/18/2023,06/26/2024,890767.0,872,EAST 164 STREET,Bronx,10459.0,2026900144.0,2129642.0,BX-02,17,12901.0,BX0202,40.823274,-73.899179,40.823071,-73.899089,06/26/2024,New Construction,No,Non Prevailing Wage,,,,,17.0,,8.0,6.0,,3.0,,,,,17.0,,17,18,Privately Financed
73715,104-18 NORTHERN BLVD APARTMENTS,02/13/2023,06/26/2024,684504.0,104-18,NORTHERN BOULEVARD,Queens,11368.0,4017190008.0,4042655.0,QN-03,21,379.0,QN0303,40.757694,-73.864367,40.757441,-73.863934,06/26/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,2.0,1.0,,,,,,3.0,,3,7,Privately Financed
73214,1010 BEDFORD AVENUE & 263 SKILLMAN STREET,06/09/2022,06/26/2024,975465.0,1010,BEDFORD AVENUE,Brooklyn,11205.0,3019420012.0,3055424.0,BK-03,36,233.0,BK0301,40.690439,-73.95533,40.69036,-73.955827,06/26/2024,New Construction,No,Non Prevailing Wage,,,,,16.0,,,4.0,,12.0,,,,,16.0,,16,52,Privately Financed
70392,153-10 88TH AVE,12/29/2021,06/26/2024,996448.0,153-10,88 AVENUE,Queens,11432.0,4097620010.0,4623445.0,QN-12,27,236.0,QN1201,40.706356,-73.803642,40.706169,-73.803369,06/26/2024,New Construction,No,Non Prevailing Wage,,,44.0,,23.0,,18.0,35.0,14.0,,,,,,67.0,,67,223,Privately Financed
75629,CONFIDENTIAL,06/27/2024,06/27/2024,,----,----,Queens,,,,QN-02,26,,,,,,,06/27/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
75630,CONFIDENTIAL,06/27/2024,06/27/2024,,----,----,Brooklyn,,,,BK-12,44,,,,,,,06/27/2024,New Construction,No,Non Prevailing Wage,,1.0,,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75633,CONFIDENTIAL,06/28/2024,06/28/2024,,----,----,Bronx,,,,BX-10,13,,,,,,,06/28/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75719,CONFIDENTIAL,07/03/2024,07/03/2024,,----,----,Queens,,,,QN-13,27,,,,,,,07/03/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
74854,61 DELMONICA PLACE APARTMENTS,11/22/2023,07/03/2024,1011921.0,61,DELMONICO PLACE,Brooklyn,11206.0,3017320001.0,3428846.0,BK-03,36,257.0,BK0301,40.698411,-73.945234,40.698438,-73.94505,07/03/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,8,Privately Financed
74830,763 PARK AVENUE APARTMENTS,10/16/2023,07/03/2024,351315.0,763,PARK AVENUE,Brooklyn,11206.0,3017320136.0,3429283.0,BK-03,36,257.0,BK0301,40.698136,-73.944805,40.698331,-73.944974,07/03/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,,3.0,,,,,,3.0,,3,8,Privately Financed
74594,681 DUMONT AVENUE,08/04/2023,07/03/2024,1010349.0,681,DUMONT AVENUE,Brooklyn,11207.0,3037890054.0,3401198.0,BK-05,42,1156.0,BK0502,40.666423,-73.893652,40.666505,-73.893768,07/03/2024,New Construction,No,Non Prevailing Wage,,,,,2.0,,,,2.0,,,,,,2.0,,2,6,Privately Financed
73774,360 FORDHAM HEIGHTS,06/07/2022,07/03/2024,66592.0,360,EAST 184 STREET,Bronx,10458.0,2031430281.0,2129657.0,BX-05,15,38303.0,BX0503,40.857673,-73.895602,40.857728,-73.895823,07/03/2024,New Construction,No,Non Prevailing Wage,,,,,4.0,,1.0,2.0,1.0,,,,,,4.0,,4,12,Privately Financed
74218,40 BRUCKNER BOULEVARD,06/28/2023,07/12/2024,1000143.0,42,BRUCKNER BOULEVARD,Bronx,10454.0,2022950051.0,2129670.0,BX-01,8,1901.0,BX0101,40.806656,-73.927073,40.806294,-73.927228,07/12/2024,New Construction,No,Non Prevailing Wage,,,,,110.0,,16.0,54.0,40.0,,,,,,110.0,,110,365,Privately Financed
75464,1266 CHISHOLM STREET APARTMENTS,03/12/2024,07/15/2024,1012116.0,1266,CHISHOLM STREET,Bronx,10459.0,2029730052.0,2130430.0,BX-03,17,125.0,BX0303,40.829616,-73.894981,40.829836,-73.895122,07/15/2024,New Construction,No,Non Prevailing Wage,,,,,6.0,,1.0,1.0,3.0,1.0,,,,,6.0,,6,17,Privately Financed
74956,2621 GRAND AVENUE APARTMENTS,12/29/2023,07/15/2024,81630.0,2621,GRAND AVENUE,Bronx,10468.0,2032150044.0,2129696.0,BX-07,14,265.0,BX0701,40.867135,-73.900002,40.867234,-73.900237,07/15/2024,New Construction,No,Non Prevailing Wage,,,,,11.0,,2.0,9.0,,,,,,,11.0,,11,34,Privately Financed
74823,1297 COLLEGE AVE,10/19/2023,07/15/2024,1010339.0,1297,COLLEGE AVENUE,Bronx,10456.0,2027850075.0,2000000.0,BX-04,16,17702.0,BX0403,40.835257,-73.911928,40.835257,-73.912062,07/15/2024,New Construction,No,Non Prevailing Wage,,,,,11.0,,,8.0,,3.0,,,,,11.0,,11,12,Privately Financed
74930,285 EAST 169 ST,09/04/2023,07/15/2024,1009956.0,285,EAST 169 STREET,Bronx,10456.0,2027850075.0,2000000.0,BX-04,16,17702.0,BX0403,40.835136,-73.912395,40.835257,-73.912062,07/15/2024,New Construction,No,Non Prevailing Wage,,,,,9.0,,8.0,1.0,,,,,,,9.0,,9,10,Privately Financed
73725,1230 PROSPECT AVE,02/08/2023,07/15/2024,104266.0,1230,PROSPECT AVENUE,Bronx,10459.0,2026930022.0,2129160.0,BX-02,17,131.0,BX0202,40.82699,-73.898566,40.827401,-73.898107,07/15/2024,New Construction,No,Non Prevailing Wage,,,,,6.0,,2.0,3.0,1.0,,,,,,6.0,,6,17,Privately Financed
73727,24-28 BARTLETT STREET APARTMENTS,02/06/2023,07/15/2024,199153.0,24,BARTLETT STREET,Brooklyn,11206.0,3022720006.0,3429096.0,BK-01,33,507.0,BK0103,40.700805,-73.946945,40.700607,-73.94684,07/15/2024,New Construction,No,Non Prevailing Wage,,,,,4.0,,,,,4.0,,,,,4.0,,4,12,Privately Financed
73313,422 EAST 31 STREET,12/01/2022,07/15/2024,256929.0,422,EAST 31 STREET,Brooklyn,11226.0,3049640016.0,3428876.0,BK-17,45,828.0,BK1701,40.640426,-73.947494,40.640451,-73.947778,07/15/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,2.0,,,,,,3.0,,3,10,Privately Financed
75754,CONFIDENTIAL,07/18/2024,07/18/2024,,----,----,Staten Island,,,,SI-01,49,,,,,,,07/18/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75756,CONFIDENTIAL,07/18/2024,07/18/2024,,----,----,Bronx,,,,BX-01,17,,,,,,,07/18/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75759,CONFIDENTIAL,07/18/2024,07/18/2024,,----,----,Brooklyn,,,,BK-16,41,,,,,,,07/18/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
61765,1761 WALTON AVENUE,04/06/2022,07/18/2024,975339.0,1761,WALTON AVENUE,Bronx,10453.0,2028500063.0,2120490.0,BX-05,14,22701.0,BX0502,40.847297,-73.910434,40.847574,-73.91055,07/18/2024,New Construction,No,Non Prevailing Wage,26.0,25.0,51.0,,,1.0,,61.0,25.0,17.0,,,,,103.0,,103,103,HPD Financed
75765,CONFIDENTIAL,07/22/2024,07/22/2024,,----,----,Queens,,,,QN-14,31,,,,,,,07/22/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
75673,961 WESTCHESTER AVE APARTMENTS,05/16/2024,07/24/2024,1012099.0,961,WESTCHESTER AVENUE,Bronx,10459.0,2027150001.0,2000000.0,BX-02,17,12901.0,BX0202,40.822714,-73.895719,40.823051,-73.895653,07/24/2024,New Construction,No,Non Prevailing Wage,,,,,22.0,,1.0,1.0,20.0,,,,,,22.0,,22,47,Privately Financed
75682,1688 EAST 18 APARTMENTS,05/13/2024,07/24/2024,1012988.0,1688,EAST 18 STREET,Brooklyn,11229.0,3067800037.0,3000000.0,BK-15,48,552.0,BK1502,40.60899,-73.955424,40.608963,-73.955701,07/24/2024,New Construction,No,Non Prevailing Wage,,,,,18.0,,4.0,6.0,8.0,,,,,,18.0,,18,19,Privately Financed
74855,261 BEDFORD PARK BLVD APARTMENTS,11/21/2023,07/24/2024,1008155.0,261,BEDFORD PARK BOULEVARD,Bronx,10458.0,2032980009.0,2000000.0,BX-07,11,415.0,BX0702,40.870674,-73.886087,40.870852,-73.885826,07/24/2024,New Construction,No,Non Prevailing Wage,,,,,27.0,,12.0,15.0,,,,,,,27.0,,27,29,Privately Financed
74815,88-06 161 STREET,10/29/2023,07/24/2024,1012319.0,88-06,161 STREET,Queens,11432.0,4097640063.0,4000000.0,QN-12,24,44602.0,QN1201,40.707847,-73.800871,40.707856,-73.801145,07/24/2024,New Construction,No,Non Prevailing Wage,,,,,14.0,,,12.0,2.0,,,,,,14.0,,14,45,Privately Financed
74667,630 GRAND STREET APARTMENTS,08/31/2023,07/24/2024,1009974.0,630,GRAND STREET,Brooklyn,11211.0,3027870010.0,3000000.0,BK-01,34,503.0,BK0104,40.711356,-73.946843,40.711117,-73.946886,07/24/2024,New Construction,No,Non Prevailing Wage,,,,,6.0,,,6.0,,,,,,,6.0,,6,20,Privately Financed
74591,3525 BRUCKNER BOULEVARD,08/07/2023,07/24/2024,53111.0,3525,BRUCKNER BOULEVARD,Bronx,10461.0,2041780021.0,2130895.0,BX-10,13,26602.0,BX1003,40.847408,-73.827222,40.847463,-73.827573,07/24/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,1.0,2.0,,,,,,,3.0,,3,10,Privately Financed
74214,2454 EAST 15TH STREET APARTMENTS,05/22/2023,07/24/2024,245576.0,2454,EAST 15 STREET,Brooklyn,11235.0,3074160028.0,3254241.0,BK-15,48,590.0,BK1503,40.591069,-73.954942,40.590817,-73.955187,07/24/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,2.0,1.0,,,,,,3.0,,3,9,Privately Financed
73296,61 THOMPSON STREET,12/07/2022,07/24/2024,988134.0,61,THOMPSON STREET,Staten Island,10304.0,5005240039.0,5174441.0,SI-01,49,27.0,SI0102,40.625934,-74.076127,40.626115,-74.076192,07/24/2024,New Construction,No,Non Prevailing Wage,,,,,9.0,,,8.0,,1.0,,,,,9.0,,9,10,Privately Financed
73242,2438 LYVERE STREET,11/01/2022,07/24/2024,979527.0,2438,LYVERE STREET,Bronx,10461.0,2039970046.0,2042240.0,BX-10,18,204.0,BX1001,40.842175,-73.852195,40.842065,-73.851614,07/24/2024,New Construction,No,Non Prevailing Wage,,,,,14.0,,2.0,11.0,1.0,,,,,,14.0,,14,45,Privately Financed
75766,CONFIDENTIAL,07/25/2024,07/25/2024,,----,----,Queens,,,,QN-07,20,,,,,,,07/25/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
69402,FOO.20-50 NAMEOKE AVENUE,10/28/2021,07/31/2024,1000134.0,20-50,NAMEOKE AVENUE,Queens,11691.0,4155290010.0,4624027.0,QN-14,31,103202.0,QN1401,40.607683,-73.75205,40.607952,-73.751933,09/26/2023,New Construction,No,Non Prevailing Wage,71.0,,45.0,,,1.0,76.0,30.0,11.0,,,,,,117.0,,117,117,HPD Financed
75828,CONFIDENTIAL,08/01/2024,08/01/2024,,----,----,Staten Island,,,,SI-03,51,,,,,,,08/01/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,,1.0,,,,,1.0,1,1,Privately Financed
74925,3854 BAILEY AVE,12/05/2023,08/01/2024,46592.0,3854,BAILEY AVENUE,Bronx,10463.0,2032630039.0,2092479.0,BX-08,11,279.0,BX0801,40.885227,-73.895968,40.88498,-73.895802,08/01/2024,New Construction,No,Non Prevailing Wage,,,,,14.0,,14.0,,,,,,,,14.0,,14,15,Privately Financed
74604,27-23 27 STREET,07/11/2023,08/01/2024,413442.0,27-23,27 STREET,Queens,11102.0,4005750037.0,4006900.0,QN-01,22,71.0,QN0103,40.769353,-73.923344,40.769122,-73.923168,08/01/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,1.0,2.0,,,,,,,3.0,,3,8,Privately Financed
73311,3029 AND 3031 BRONXWOOD AVENUE,11/28/2022,08/01/2024,52399.0,3031,BRONXWOOD AVENUE,Bronx,10469.0,2045730038.0,2055725.0,BX-12,12,340.0,BX1104,40.870087,-73.861429,40.870639,-73.861685,08/01/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,1.0,2.0,,,,,,,3.0,,3,8,Privately Financed
73311,3029 AND 3031 BRONXWOOD AVENUE,11/28/2022,08/01/2024,1007120.0,3029,BRONXWOOD AVENUE,Bronx,10469.0,2045730138.0,2130396.0,BX-12,12,340.0,BX1104,40.870068,-73.861429,40.87057,-73.861764,08/01/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,8,Privately Financed
73277,221 EAST 117TH STREET APARTMENTS,06/16/2022,08/01/2024,19849.0,221,EAST 117 STREET,Manhattan,10035.0,1016670011.0,1091581.0,MN-11,8,188.0,MN1102,40.798358,-73.93886,40.798396,-73.938401,08/01/2024,New Construction,No,Non Prevailing Wage,,,,,4.0,,,4.0,,,,,,,4.0,,4,12,Privately Financed
75716,2829 VALENTINE AVE,04/02/2024,08/07/2024,1012601.0,2829,VALENTINE AVENUE,Bronx,10458.0,2033040136.0,2129688.0,BX-07,15,40302.0,BX0702,40.869061,-73.890324,40.869281,-73.890562,08/07/2024,New Construction,No,Non Prevailing Wage,,,,,81.0,,,6.0,75.0,,,,,,81.0,,81,81,Privately Financed
73274,99-45 66TH AVENUE,09/08/2022,08/07/2024,458509.0,99-45,66 AVENUE,Queens,11374.0,4021160057.0,4050958.0,QN-06,29,71304.0,QN0602,40.728445,-73.854439,40.728995,-73.853356,08/07/2024,New Construction,No,Non Prevailing Wage,,,,,4.0,,,4.0,,,,,,,4.0,,4,12,Privately Financed
74160,2588-2590 HEATH AVENUE,11/22/2021,08/07/2024,991334.0,2590,HEATH AVENUE,Bronx,10463.0,2032370062.0,2015133.0,BX-07,14,269.0,BX0701,40.869015,-73.907003,40.868837,-73.906847,08/07/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,,3.0,,,,,,3.0,,3,7,Privately Financed
75829,CONFIDENTIAL,08/08/2024,08/08/2024,,----,----,Brooklyn,,,,BK-10,47,,,,,,,08/08/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75830,CONFIDENTIAL,08/08/2024,08/08/2024,,----,----,Staten Island,,,,SI-02,51,,,,,,,08/08/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75831,CONFIDENTIAL,08/09/2024,08/09/2024,,----,----,Bronx,,,,BX-04,16,,,,,,,08/09/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
75677,2081 ANTHONY AVE APARTMENTS,05/15/2024,08/09/2024,1012447.0,2081,ANTHONY AVENUE,Bronx,10457.0,2031560127.0,2129714.0,BX-05,15,23502.0,BX0502,40.853344,-73.901639,40.853375,-73.901899,08/09/2024,New Construction,No,Non Prevailing Wage,,,,,32.0,,,,32.0,,,,,,32.0,,32,54,Privately Financed
75455,3082 VILLA AVENUE APARTMENTS,03/21/2024,08/09/2024,1012477.0,3082,VILLA AVENUE,Bronx,10468.0,2033100019.0,2000000.0,BX-07,14,411.0,BX0702,40.874238,-73.887932,40.874005,-73.887745,08/09/2024,New Construction,No,Non Prevailing Wage,,,,,59.0,,14.0,12.0,33.0,,,,,,59.0,,59,59,Privately Financed
74831,3418 3RD AVENUE APARTMENTS,10/12/2023,08/09/2024,113759.0,3418,3 AVENUE,Bronx,10456.0,2026080034.0,2129677.0,BX-03,17,18502.0,BX0301,40.828616,-73.906886,40.828704,-73.906531,08/09/2024,New Construction,No,Non Prevailing Wage,,,,,13.0,,3.0,8.0,2.0,,,,,,13.0,,13,43,Privately Financed
73714,132-53 41ST AVENUE APARTMENTS,02/13/2023,08/09/2024,992554.0,132-53,41 AVENUE,Queens,11355.0,4050370089.0,4602879.0,QN-07,20,871.0,QN0707,40.757231,-73.831658,40.757314,-73.832022,08/09/2024,New Construction,No,Non Prevailing Wage,,,,,5.0,,,4.0,,1.0,,,,,5.0,,5,14,Privately Financed
70089,1010 PACIFIC OWNER LLC_MIH69636,08/10/2021,08/12/2024,994429.0,1010,PACIFIC STREET,Brooklyn,11238.0,3011330032.0,3428849.0,BK-08,35,305.0,BK0802,40.679289,-73.959743,40.679072,-73.959894,08/12/2024,New Construction,No,Non Prevailing Wage,,,52.0,,1.0,,5.0,39.0,9.0,,,,,,53.0,,53,175,Privately Financed
75832,CONFIDENTIAL,08/14/2024,08/14/2024,,----,----,Manhattan,,,,MN-10,9,,,,,,,08/14/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
75833,CONFIDENTIAL,08/15/2024,08/15/2024,,----,----,Bronx,,,,BX-11,15,,,,,,,08/15/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75841,CONFIDENTIAL,08/16/2024,08/16/2024,,----,----,Queens,,,,QN-06,29,,,,,,,08/16/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75842,CONFIDENTIAL,08/16/2024,08/16/2024,,----,----,Staten Island,,,,SI-01,49,,,,,,,08/16/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75851,CONFIDENTIAL,08/20/2024,08/20/2024,,----,----,Brooklyn,,,,BK-18,46,,,,,,,08/20/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
74848,1166 FOX STREET_HPS,11/29/2023,08/20/2024,996231.0,1166,FOX STREET,Bronx,10459.0,2029740030.0,2000000.0,BX-03,17,125.0,BX0303,40.828723,-73.89383,40.828898,-73.893552,08/20/2024,New Construction,No,Non Prevailing Wage,,,,,58.0,,,58.0,,,,,,,58.0,,58,59,Privately Financed
75846,CONFIDENTIAL,08/21/2024,08/21/2024,,----,----,Queens,,,,QN-06,24,,,,,,,08/21/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
74918,1309 FINDLAY APARTMENTS,12/11/2023,08/21/2024,1011197.0,1309,FINDLAY AVENUE,Bronx,10456.0,2027830072.0,2007212.0,BX-04,16,17702.0,BX0403,40.835352,-73.910844,40.835399,-73.911115,08/21/2024,New Construction,No,Non Prevailing Wage,,,,,24.0,,13.0,10.0,,,,1.0,,,24.0,,24,25,Privately Financed
74825,751 ROSEDALE AVE,10/19/2023,08/21/2024,1010336.0,751,ROSEDALE AVENUE,Bronx,10473.0,2035940041.0,2130545.0,BX-09,18,2002.0,BX0902,40.819826,-73.866462,40.820329,-73.866898,08/21/2024,New Construction,No,Non Prevailing Wage,,,,,32.0,,4.0,22.0,6.0,,,,,,32.0,,32,33,Privately Financed
74826,80 LINDEN BOULEVARD,10/19/2023,08/21/2024,327524.0,80,LINDEN BOULEVARD,Brooklyn,11226.0,3050870008.0,3000000.0,BK-17,40,822.0,BK1701,40.652336,-73.955452,40.65204,-73.95577,08/21/2024,New Construction,No,Non Prevailing Wage,,,,,14.0,,,8.0,6.0,,,,,,14.0,,14,45,Privately Financed
74610,2264 ATLANTIC AVENUE,07/10/2023,08/21/2024,185936.0,2264,ATLANTIC AVENUE,Brooklyn,11233.0,3014350010.0,3428754.0,BK-16,37,36501.0,BK1601,40.676307,-73.910444,40.676014,-73.910354,08/21/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,2.0,,,,,,3.0,,3,10,Privately Financed
73221,THE MARATHON BUILDING - 31-07 38TH AVENUE,06/07/2022,08/21/2024,1007045.0,31-07,38 AVENUE,Queens,11101.0,4003730002.0,4436763.0,QN-01,26,51.0,QN0105,40.753713,-73.931866,40.753752,-73.931422,08/21/2024,New Construction,No,Non Prevailing Wage,,,,,4.0,,,2.0,1.0,1.0,,,,,4.0,,4,12,Privately Financed
73218,1182 OGDEN STREET,02/28/2022,08/21/2024,1007040.0,1182,OGDEN AVENUE,Bronx,10452.0,2025160007.0,2130639.0,BX-04,16,199.0,BX0402,40.837427,-73.926818,40.837317,-73.926587,08/21/2024,New Construction,No,Non Prevailing Wage,,,,,7.0,,,7.0,,,,,,,7.0,,7,21,Privately Financed
68741,CAMBA. 261 EAST 202 ST & 270 EAST 203 ST,12/17/2020,08/21/2024,996280.0,270,EAST 203 STREET,Bronx,10458.0,2033080059.0,2113436.0,BX-07,11,413.0,BX0702,40.873342,-73.88405,40.873145,-73.884091,07/02/2024,New Construction,No,Non Prevailing Wage,113.0,32.0,14.0,,,1.0,38.0,65.0,41.0,16.0,,,,,160.0,,160,160,HPD Financed
68741,CAMBA. 261 EAST 202 ST & 270 EAST 203 ST,12/17/2020,08/21/2024,996281.0,261,EAST 202 STREET,Bronx,10458.0,2033080092.0,2017263.0,BX-07,11,413.0,BX0702,40.872791,-73.884688,40.872881,-73.88421,08/21/2024,New Construction,No,Non Prevailing Wage,113.0,32.0,17.0,,,1.0,42.0,64.0,41.0,16.0,,,,,163.0,,163,163,HPD Financed
75847,CONFIDENTIAL,08/22/2024,08/22/2024,,----,----,Queens,,,,QN-04,25,,,,,,,08/22/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
75854,CONFIDENTIAL,08/23/2024,08/23/2024,,----,----,Staten Island,,,,SI-02,50,,,,,,,08/23/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
77185,THE TRIO APARTMENTS,08/27/2024,08/27/2024,1006161.0,27-19,THOMSON AVENUE,Queens,11101.0,4000817502.0,4000694.0,QN-02,26,1901.0,QN0201,40.746303,-73.942452,40.746454,-73.942231,08/27/2024,New Construction,No,Non Prevailing Wage,,,,,11.0,,1.0,7.0,3.0,,,,,,11.0,,11,34,Privately Financed
