Project ID,Project Name,Project Start Date,Project Completion Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Financing Type
75684,2532 GRAND AVENUE,05/09/2024,08/28/2024,1010253.0,2532,GRAND AVENUE,Bronx,10468.0,2032040019.0,2129685.0,BX-07,14,265.0,BX0701,40.865273,-73.901386,40.865508,-73.900905,08/28/2024,New Construction,No,Non Prevailing Wage,,,,,15.0,,5.0,10.0,,,,,,,15.0,,15,16,Privately Financed
75424,2758 CRESTON AVE,03/05/2024,08/28/2024,1012287.0,2758,CRESTON AVENUE,Bronx,10468.0,2033150031.0,2129722.0,BX-07,14,40303.0,BX0702,40.869459,-73.893154,40.869626,-73.892684,08/28/2024,New Construction,No,Non Prevailing Wage,,,,,20.0,,20.0,,,,,,,,20.0,,20,21,Privately Financed
74989,32-53 101 STREET,11/09/2023,08/28/2024,684438.0,101-01,NORTHERN BOULEVARD,Queens,11368.0,4016967501.0,4000000.0,QN-03,21,365.0,QN0302,40.757464,-73.86733,40.757728,-73.867287,08/28/2024,New Construction,No,Non Prevailing Wage,,,,,8.0,,,,8.0,,,,,,8.0,,8,24,Privately Financed
74992,2270 BRONX PARK EAST APARTMENTS,11/08/2023,08/28/2024,51999.0,2270,BRONX PARK EAST,Bronx,10467.0,2043400006.0,2129683.0,BX-11,15,33201.0,BX1104,40.859399,-73.870811,40.859316,-73.870417,08/28/2024,New Construction,No,Non Prevailing Wage,,,,,10.0,,2.0,5.0,3.0,,,,,,10.0,,10,33,Privately Financed
74601,VISTA 65 APARTMENTS AKA 98-08 QUEENS BLVD,07/12/2023,08/28/2024,690151.0,98-04,QUEENS BOULEVARD,Queens,11374.0,4030860007.0,4619386.0,QN-06,29,71306.0,QN0602,40.728509,-73.857946,40.727922,-73.857579,08/28/2024,New Construction,No,Non Prevailing Wage,,,,,56.0,,16.0,31.0,9.0,,,,,,56.0,,56,186,Privately Financed
73696,36-10 31ST STREET,03/06/2023,08/28/2024,418155.0,36-10,31 STREET,Queens,11106.0,4005997501.0,4007869.0,QN-01,26,51.0,QN0105,40.756229,-73.930052,40.756342,-73.930365,08/28/2024,New Construction,No,Non Prevailing Wage,,,,,13.0,,3.0,9.0,1.0,,,,,,13.0,,13,41,Privately Financed
73326,2316 CLARENDON ROAD,12/30/2022,08/28/2024,220777.0,2316,CLARENDON ROAD,Brooklyn,11226.0,3051890007.0,3119670.0,BK-14,45,79001.0,BK1401,40.642836,-73.955239,40.642603,-73.954857,08/28/2024,New Construction,No,Non Prevailing Wage,,,,,5.0,,,2.0,3.0,,,,,,5.0,,5,15,Privately Financed
73246,1215 FULTON STREET,12/07/2022,08/28/2024,1009578.0,1215,FULTON AVENUE,Bronx,10456.0,2026090033.0,2130365.0,BX-03,16,145.0,BX0302,40.830338,-73.904712,40.830574,-73.904939,08/28/2024,New Construction,No,Non Prevailing Wage,,,,,10.0,,2.0,3.0,5.0,,,,,,10.0,,10,31,Privately Financed
73761,282 GRAND STREET APARTMENTS,11/03/2022,08/28/2024,991290.0,286,GRAND STREET,Manhattan,10002.0,1004180051.0,1000000.0,MN-03,1,18.0,MN0302,40.717725,-73.992417,40.717933,-73.99237,08/28/2024,New Construction,No,Non Prevailing Wage,,,3.0,,5.0,,,8.0,,,,,,,8.0,,8,25,Privately Financed
75873,CONFIDENTIAL,08/30/2024,08/30/2024,,----,----,Brooklyn,,,,BK-18,46,,,,,,,08/30/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
75880,CONFIDENTIAL,08/30/2024,08/30/2024,,----,----,Brooklyn,,,,BK-18,46,,,,,,,08/30/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75396,2311 WHITE PLAINS ROAD,01/02/2024,08/30/2024,1011901.0,2311,WHITE PLAINS ROAD,Bronx,10467.0,2043420094.0,2129690.0,BX-11,15,33201.0,BX1104,40.860468,-73.867519,40.860373,-73.867967,08/30/2024,New Construction,No,Non Prevailing Wage,,,,,15.0,,3.0,4.0,8.0,,,,,,15.0,,15,50,Privately Financed
74921,139 FROST ST,12/07/2023,08/30/2024,994162.0,137,FROST STREET,Brooklyn,11211.0,3027340035.0,3429170.0,BK-01,34,497.0,BK0104,40.717979,-73.945986,40.718176,-73.946098,08/30/2024,New Construction,No,Non Prevailing Wage,,,,,9.0,,2.0,2.0,5.0,,,,,,9.0,,9,28,Privately Financed
74988,536 EAST 183 STREET APARTMENTS,11/10/2023,08/30/2024,1010805.0,536,EAST 183 STREET,Bronx,10458.0,2030510026.0,2128521.0,BX-06,15,385.0,BX0603,40.854417,-73.891461,40.85428,-73.891649,08/30/2024,New Construction,No,Non Prevailing Wage,,,,,37.0,,26.0,10.0,1.0,,,,,,37.0,,37,38,Privately Financed
74175,230 BOERUM STREET,03/23/2023,08/30/2024,950113.0,230,BOERUM STREET,Brooklyn,11206.0,3030820019.0,3325886.0,BK-01,34,485.0,BK0104,40.706337,-73.938194,40.706115,-73.938483,08/30/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,8,Privately Financed
73673,2801 TILDEN AVENUE,03/20/2023,08/30/2024,381334.0,2801,TILDEN AVENUE,Brooklyn,11226.0,3051300125.0,3117838.0,BK-17,40,824.0,BK1701,40.646825,-73.950919,40.647042,-73.950912,08/30/2024,New Construction,No,Non Prevailing Wage,,,,,4.0,,,2.0,2.0,,,,,,4.0,,4,13,Privately Financed
75670,1425 FULTON STREET APARTMENTS,05/22/2024,09/02/2024,1000435.0,1425,FULTON STREET,Brooklyn,11216.0,3018540049.0,3323647.0,BK-03,36,269.0,BK0301,40.680122,-73.944434,40.680344,-73.944196,09/02/2024,New Construction,No,Non Prevailing Wage,,,,,8.0,,2.0,2.0,4.0,,,,,,8.0,,8,26,Privately Financed
69253,58 VANDERBILT AVENUE,10/19/2021,09/05/2024,992915.0,205,PARK AVENUE,Brooklyn,11205.0,3020330050.0,3000000.0,BK-02,35,211.0,BK0203,40.696148,-73.970901,40.696288,-73.97093,09/05/2024,New Construction,No,Non Prevailing Wage,,9.0,9.0,5.0,,,9.0,10.0,4.0,,,,,,23.0,,23,90,Privately Financed
61611,CONCOURSE VILLAGE WEST,06/28/2017,09/05/2024,975413.0,702,GRAND CONCOURSE,Bronx,10451.0,2024587501.0,2129467.0,BX-04,16,5902.0,BX0401,40.82196,-73.925141,40.822001,-73.924675,09/05/2024,New Construction,No,Non Prevailing Wage,5.0,5.0,16.0,31.0,,,,37.0,12.0,8.0,,,,,57.0,,57,57,HPD Financed
61611,CONCOURSE VILLAGE WEST,06/28/2017,09/05/2024,995887.0,707,CONCOURSE VILLAGE WEST,Bronx,10451.0,2024587501.0,2128884.0,BX-04,16,5902.0,BX0401,40.821904,-73.924093,40.822039,-73.924267,04/05/2023,New Construction,No,Non Prevailing Wage,8.0,14.0,29.0,42.0,,1.0,14.0,30.0,38.0,12.0,,,,,94.0,,94,94,HPD Financed
61611,CONCOURSE VILLAGE WEST,06/28/2017,09/05/2024,995888.0,747,CONCOURSE VILLAGE WEST,Bronx,10451.0,2024587501.0,2129230.0,BX-04,16,5902.0,BX0401,40.822955,-73.923478,40.822884,-73.923785,08/15/2023,New Construction,No,Non Prevailing Wage,10.0,7.0,58.0,38.0,,1.0,28.0,47.0,30.0,9.0,,,,,114.0,,114,114,HPD Financed
70150,202 EAST 23RD STREET,06/15/2021,09/10/2024,998897.0,202,EAST 23 STREET,Manhattan,10010.0,1009030057.0,1091675.0,MN-06,2,64.0,MN0602,40.738669,-73.982784,40.738526,-73.98296,09/10/2024,New Construction,No,Non Prevailing Wage,,11.0,11.0,,6.0,,16.0,5.0,7.0,,,,,,28.0,,28,108,Privately Financed
66702,225 W 28TH STREET,04/03/2018,09/11/2024,982005.0,225,WEST 28 STREET,Manhattan,10001.0,1007780025.0,1090815.0,MN-05,3,95.0,MN0501,40.747629,-73.994265,40.747904,-73.994402,09/11/2024,New Construction,No,Non Prevailing Wage,,,35.0,,,,4.0,24.0,5.0,2.0,,,,,35.0,,35,112,Privately Financed
75932,CONFIDENTIAL,09/12/2024,09/12/2024,,----,----,Brooklyn,,,,BK-11,47,,,,,,,09/12/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
75427,129-24 MERRICK BLVD APARTMENTS,02/29/2024,09/12/2024,1012750.0,129-24,MERRICK BOULEVARD,Queens,11434.0,4125380001.0,4270383.0,QN-12,27,33401.0,QN1204,40.680562,-73.763384,40.680359,-73.763609,09/12/2024,New Construction,No,Non Prevailing Wage,,,,,8.0,,,,8.0,,,,,,8.0,,8,8,Privately Financed
74607,1699 TOPPING AVE,07/10/2023,09/12/2024,1009287.0,1699,TOPPING AVENUE,Bronx,10457.0,2027910050.0,2129687.0,BX-04,15,22902.0,BX0403,40.844106,-73.905827,40.844159,-73.906087,09/12/2024,New Construction,No,Non Prevailing Wage,,,,,7.0,,,7.0,,,,,,,7.0,,7,23,Privately Financed
73265,90 LIBERTY AVENUE,09/06/2022,09/12/2024,1007093.0,90,LIBERTY AVENUE,Brooklyn,11212.0,3036920016.0,3425974.0,BK-16,37,908.0,BK1602,40.672781,-73.90737,40.672685,-73.907305,09/12/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,2.0,,,,,,3.0,,3,8,Privately Financed
75934,CONFIDENTIAL,09/13/2024,09/13/2024,,----,----,Staten Island,,,,SI-01,49,,,,,,,09/13/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
75938,CONFIDENTIAL,09/13/2024,09/13/2024,,----,----,Queens,,,,QN-08,24,,,,,,,09/13/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
72716,92 TOMPKINS AVENUE,07/25/2023,09/13/2024,1010022.0,88,TOMPKINS AVENUE,Brooklyn,11206.0,3017470030.0,3048525.0,BK-03,36,257.0,BK0301,40.696419,-73.946494,40.696186,-73.946757,09/13/2024,New Construction,No,Non Prevailing Wage,,,13.0,,4.0,,,6.0,11.0,,,,,,17.0,,17,55,Privately Financed
67981,GRAND STREET GUILD,06/28/2022,09/13/2024,1003757.0,165,BROOME STREET,Manhattan,10002.0,1003410060.0,1000000.0,MN-03,1,1402.0,MN0302,40.71672,-73.985646,40.716495,-73.98587,09/13/2024,New Construction,No,Non Prevailing Wage,70.0,46.0,115.0,,,1.0,26.0,103.0,77.0,26.0,,,,,232.0,,232,232,HPD Financed
75939,CONFIDENTIAL,09/17/2024,09/17/2024,,----,----,Brooklyn,,,,BK-18,46,,,,,,,09/17/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
74562,37-25 32ND STREET APARTMENTS,09/26/2023,09/18/2024,1010366.0,37-25,32 STREET,Queens,11101.0,4003740010.0,4531227.0,QN-01,26,55.0,QN0105,40.754168,-73.930595,40.753778,-73.930603,09/18/2024,New Construction,No,Non Prevailing Wage,,,,,7.0,,,,7.0,,,,,,7.0,,7,21,Privately Financed
74569,148-09 90 AVE,09/19/2023,09/18/2024,1009581.0,148-09,90 AVENUE,Queens,11435.0,4096810095.0,4623824.0,QN-12,27,240.0,QN1201,40.703296,-73.80698,40.703554,-73.806832,09/18/2024,New Construction,No,Non Prevailing Wage,,,,,9.0,,,6.0,2.0,1.0,,,,,9.0,,9,10,Privately Financed
74616,1546 AND 1548 JESUP AVENUE APARTMENTS,07/04/2023,09/18/2024,1009545.0,1550,JESUP AVENUE,Bronx,10452.0,2028720273.0,2130659.0,BX-05,16,21302.0,BX0403,40.844613,-73.918447,40.844643,-73.918115,09/18/2024,New Construction,No,Non Prevailing Wage,,,,,15.0,,2.0,13.0,,,,,,,15.0,,15,16,Privately Financed
75680,408 HAWTHORNE ST,05/14/2024,09/19/2024,1012969.0,408,HAWTHORNE STREET,Brooklyn,11203.0,3048200016.0,3000000.0,BK-09,40,810.0,BK0902,40.658072,-73.946712,40.657863,-73.946694,09/19/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,1.0,2.0,,,,,,,3.0,,3,9,Privately Financed
75393,2798 WEBB AVE APARTMENTS,01/03/2024,09/19/2024,120406.0,2798,WEBB AVENUE,Bronx,10468.0,2032490141.0,2015354.0,BX-08,14,26702.0,BX0801,40.871692,-73.901123,40.871722,-73.90083,09/19/2024,New Construction,No,Non Prevailing Wage,,,,,16.0,,5.0,11.0,,,,,,,16.0,,16,17,Privately Financed
74558,352 MEEKER AVENUE APARTMENTS,09/29/2023,09/19/2024,1010119.0,352,MEEKER AVENUE,Brooklyn,11211.0,3027380010.0,3429036.0,BK-01,34,501.0,BK0104,40.717639,-73.947895,40.717573,-73.947649,09/19/2024,New Construction,No,Non Prevailing Wage,,,,,9.0,,,9.0,,,,,,,9.0,,9,27,Privately Financed
44223,ROCHESTER SUYDAM PHASE 1,06/30/2021,09/24/2024,927737.0,335,RALPH AVENUE,Brooklyn,11233.0,3015560003.0,3000000.0,BK-03,41,301.0,BK1601,40.677644,-73.921745,40.677474,-73.921492,09/24/2024,New Construction,No,Non Prevailing Wage,,,,13.0,,,,2.0,11.0,,,,,,,13.0,13,13,HPD Financed
44223,ROCHESTER SUYDAM PHASE 1,06/30/2021,09/24/2024,969695.0,35,ROCHESTER AVENUE,Brooklyn,11233.0,3017090009.0,3000000.0,BK-03,41,299.0,BK0302,40.677925,-73.927466,40.677886,-73.927181,06/11/2024,New Construction,No,Non Prevailing Wage,,,,2.0,6.0,,,2.0,6.0,,,,,,,8.0,8,8,HPD Financed
44223,ROCHESTER SUYDAM PHASE 1,06/30/2021,09/24/2024,975702.0,18-22,SUYDAM PLACE,Brooklyn,11233.0,3017090028.0,3000000.0,BK-03,41,299.0,BK0302,40.677823,-73.926554,40.677782,-73.926828,03/05/2024,New Construction,No,Non Prevailing Wage,,,,14.0,1.0,,,14.0,1.0,,,,,,,15.0,15,15,HPD Financed
44223,ROCHESTER SUYDAM PHASE 1,06/30/2021,09/24/2024,977564.0,329,RALPH AVENUE,Brooklyn,11233.0,3015560007.0,3000000.0,BK-03,41,301.0,BK1601,40.677798,-73.92173,40.677663,-73.921474,07/24/2024,New Construction,No,Non Prevailing Wage,,,,10.0,,,,3.0,7.0,,,,,,,10.0,10,10,HPD Financed
72413,375 DEAN STREET,11/30/2022,09/25/2024,1001963.0,375,DEAN STREET,Brooklyn,11217.0,3009280001.0,3429236.0,BK-06,39,12901.0,BK0602,40.682925,-73.978634,40.683134,-73.978565,09/25/2024,New Construction,No,Non Prevailing Wage,,28.0,,5.0,3.0,,7.0,24.0,5.0,,,,,,36.0,,36,143,Privately Financed
74849,2-24 26TH AVE APARTMENTS,11/29/2023,09/26/2024,412315.0,2025-02-24T00:00:00.000,26 AVENUE,Queens,11102.0,4009140022.0,4000000.0,QN-01,22,87.0,QN0102,40.776661,-73.9342,40.776241,-73.93411,09/26/2024,New Construction,No,Non Prevailing Wage,,,,,42.0,,3.0,29.0,10.0,,,,,,42.0,,42,137,Privately Financed
74828,146-61 105 AVENUE APARTMENTS,10/17/2023,09/26/2024,968509.0,146-61,105 AVENUE,Queens,11435.0,4100550019.0,4539499.0,QN-12,28,204.0,QN1201,40.695227,-73.804212,40.695606,-73.804114,09/26/2024,New Construction,No,Non Prevailing Wage,,,,,6.0,,,6.0,,,,,,,6.0,,6,7,Privately Financed
74609,61-13 UTOPIA PARKWAY,07/10/2023,09/26/2024,701201.0,61-13,UTOPIA PARKWAY,Queens,11365.0,4070700047.0,4000000.0,QN-08,24,1341.0,QN0803,40.73866,-73.792942,40.73842,-73.792376,09/26/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,2.0,,,,,,3.0,,3,7,Privately Financed
74614,128 WEST 167TH STREET,07/05/2023,09/26/2024,1005071.0,128,WEST 167 STREET,Bronx,10452.0,2025140061.0,2000000.0,BX-04,16,199.0,BX0402,40.836752,-73.926545,40.836532,-73.926552,09/26/2024,New Construction,No,Non Prevailing Wage,,,,,32.0,,10.0,17.0,5.0,,,,,,32.0,,32,33,Privately Financed
74943,210 CLARKSON APARTMENTS,06/08/2023,09/26/2024,1011107.0,210,CLARKSON AVENUE,Brooklyn,11226.0,3050660011.0,3000000.0,BK-17,40,820.0,BK1701,40.655272,-73.952477,40.654918,-73.952535,09/26/2024,New Construction,No,Non Prevailing Wage,,,,,50.0,,10.0,29.0,11.0,,,,,,50.0,,50,165,Privately Financed
69505,COMUNILIFE. 171 THROOP AVE. WOODHULL II,11/04/2022,09/26/2024,1006443.0,171,THROOP AVENUE,Brooklyn,11206.0,3017230003.0,3000000.0,BK-03,36,28501.0,BK0302,40.698685,-73.944029,40.698863,-73.943776,09/26/2024,New Construction,No,Non Prevailing Wage,77.0,,15.0,,,1.0,71.0,22.0,,,,,,,93.0,,93,93,HPD Financed
75956,CONFIDENTIAL,09/27/2024,09/27/2024,,----,----,Queens,,,,QN-04,25,,,,,,,09/27/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75960,CONFIDENTIAL,09/27/2024,09/27/2024,,----,----,Queens,,,,QN-03,25,,,,,,,09/27/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,1.0,,,,,,,,,1.0,1,1,Privately Financed
75975,CONFIDENTIAL,10/01/2024,10/01/2024,,----,----,Bronx,,,,BX-07,14,,,,,,,10/01/2024,New Construction,No,Non Prevailing Wage,,1.0,,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
63260,ENNIS FRANCIS III B1,12/20/2022,10/02/2024,1006138.0,212,WEST 124 STREET,Manhattan,10027.0,1019290057.0,1091647.0,MN-10,9,222.0,MN1001,40.808595,-73.949557,40.808661,-73.950283,10/02/2024,New Construction,No,Non Prevailing Wage,51.0,43.0,74.0,,,1.0,81.0,43.0,45.0,,,,,,169.0,,169,169,HPD Financed
75995,CONFIDENTIAL,10/03/2024,10/03/2024,,----,----,Manhattan,,,,MN-09,7,,,,,,,10/03/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
69361,540 WAVERLY,05/11/2020,10/03/2024,993771.0,540,WAVERLY AVENUE,Brooklyn,11238.0,3020110060.0,3428888.0,BK-02,35,199.0,BK0204,40.681997,-73.96564,40.681813,-73.965928,10/03/2024,New Construction,No,Non Prevailing Wage,,,34.0,,7.0,,9.0,20.0,12.0,,,,,,41.0,,41,135,Privately Financed
73713,139 15TH STREET APARTMENTS,02/13/2023,10/04/2024,1008706.0,139,15 STREET,Brooklyn,11215.0,3010400051.0,3425920.0,BK-06,38,117.0,BK0601,40.667032,-73.992329,40.667139,-73.992052,10/04/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,8,Privately Financed
73782,9048 REALTY LLC,04/13/2022,10/04/2024,987955.0,34-21,109 STREET,Queens,11368.0,4017530115.0,4043689.0,QN-03,21,381.0,QN0303,40.756129,-73.859569,40.755747,-73.859104,10/04/2024,New Construction,No,Non Prevailing Wage,,,,,2.0,,,1.0,1.0,,,,,,2.0,,2,6,Privately Financed
74844,148-15 89 AVE,11/30/2023,10/08/2024,1010942.0,148-15,89 AVENUE,Queens,11435.0,4096930060.0,4310504.0,QN-12,27,238.0,QN1201,40.704238,-73.80728,40.704638,-73.807121,10/08/2024,New Construction,No,Non Prevailing Wage,,,,,21.0,,1.0,20.0,,,,,,,21.0,,21,69,Privately Financed
76002,CONFIDENTIAL,10/10/2024,10/10/2024,,----,----,Brooklyn,,,,BK-18,46,,,,,,,10/10/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
76003,CONFIDENTIAL,10/10/2024,10/10/2024,,----,----,Staten Island,,,,SI-01,49,,,,,,,10/10/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
64828,RB.598-604 E 40TH STREET.BETHANY HOUSES,09/19/2022,10/11/2024,989272.0,604,EAST 40 STREET,Brooklyn,11203.0,3049730016.0,3000000.0,BK-17,45,834.0,BK1702,40.640688,-73.938903,40.64071,-73.939177,10/11/2024,New Construction,No,Prevailing Wage,57.0,,,,,1.0,45.0,12.0,,1.0,,,,,58.0,,58,58,HPD Financed
75428,2093 MATTHEWS AVENUE,02/29/2024,10/17/2024,94875.0,2093,MATTHEWS AVENUE,Bronx,10462.0,2042930046.0,2000000.0,BX-11,13,228.0,BX1101,40.853541,-73.862971,40.853681,-73.863242,10/17/2024,New Construction,No,Non Prevailing Wage,,,,,13.0,,2.0,9.0,2.0,,,,,,13.0,,13,37,Privately Financed
76038,CONFIDENTIAL,10/21/2024,10/21/2024,,----,----,Queens,,,,QN-09,29,,,,,,,10/21/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
70913,ROCHESTER SUYDAM PHASE I,06/30/2021,10/23/2024,1017489.0,20,SUYDAM PLACE,Brooklyn,11233.0,3017090028.0,3048184.0,BK-03,41,299.0,BK0302,40.677776,-73.926561,40.677782,-73.926828,03/05/2024,New Construction,No,Non Prevailing Wage,,,,14.0,1.0,,,14.0,1.0,,,,,,,15.0,15,15,Privately Financed
70913,ROCHESTER SUYDAM PHASE I,06/30/2021,10/23/2024,1017490.0,37,ROCHESTER AVENUE,Brooklyn,11233.0,3017090009.0,3429148.0,BK-03,41,299.0,BK0302,40.677876,-73.927473,40.677886,-73.927181,06/11/2024,New Construction,No,Non Prevailing Wage,,,,2.0,6.0,,,2.0,6.0,,,,,,,8.0,8,8,Privately Financed
70913,ROCHESTER SUYDAM PHASE I,06/30/2021,10/23/2024,1017491.0,335,RALPH AVENUE,Brooklyn,11233.0,3015560003.0,3000000.0,BK-03,41,301.0,BK1601,40.677644,-73.921745,40.677474,-73.921492,09/24/2024,New Construction,No,Non Prevailing Wage,,,,13.0,,,,2.0,11.0,,,,,,,13.0,13,13,Privately Financed
70913,ROCHESTER SUYDAM PHASE I,06/30/2021,10/23/2024,1017549.0,331,RALPH AVENUE,Brooklyn,11233.0,3015560007.0,3000000.0,BK-03,41,301.0,BK1601,40.677746,-73.921734,40.677663,-73.921474,10/23/2024,New Construction,No,Non Prevailing Wage,,,,10.0,,,,3.0,7.0,,,,,,,10.0,10,10,Privately Financed
76052,CONFIDENTIAL,10/24/2024,10/24/2024,,----,----,Brooklyn,,,,BK-15,46,,,,,,,10/24/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
76054,CONFIDENTIAL,10/25/2024,10/25/2024,,----,----,Brooklyn,,,,BK-03,36,,,,,,,10/25/2024,New Construction,No,Non Prevailing Wage,,1.0,,,,,1.0,,,,,,,,,1.0,1,1,Privately Financed
74551,1441 TELLER APARTMENTS,07/18/2023,10/25/2024,112859.0,1441,TELLER AVENUE,Bronx,10456.0,2027840017.0,2007238.0,BX-04,16,225.0,BX0403,40.838098,-73.908983,40.838334,-73.909189,10/25/2024,New Construction,No,Non Prevailing Wage,,,,,15.0,,5.0,4.0,6.0,,,,,,15.0,,15,16,Privately Financed
74195,MAVEN MOTT HAVEN,05/16/2023,10/25/2024,113511.0,2413,3 AVENUE,Bronx,10451.0,2023190109.0,2130650.0,BX-01,8,51.0,BX0101,40.808361,-73.930997,40.80877,-73.931394,10/25/2024,New Construction,No,Non Prevailing Wage,,,,,60.0,,,46.0,11.0,3.0,,,,,60.0,,60,200,Privately Financed
76057,CONFIDENTIAL,10/29/2024,10/29/2024,,----,----,Queens,,,,QN-02,26,,,,,,,10/29/2024,New Construction,No,Non Prevailing Wage,,1.0,,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
71927,QUEENS - 43-15 52 STREET_MIH71732,06/10/2022,10/29/2024,1004233.0,43-15,52 STREET,Queens,11377.0,4013210016.0,4000000.0,QN-02,26,25302.0,QN0202,40.743792,-73.912547,40.743495,-73.912349,10/29/2024,New Construction,No,Non Prevailing Wage,,9.0,9.0,3.0,2.0,,,13.0,10.0,,,,,,23.0,,23,87,Privately Financed
76074,CONFIDENTIAL,10/31/2024,10/31/2024,,----,----,Brooklyn,,,,BK-03,36,,,,,,,10/31/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,1.0,,,,,,,,,1.0,1,1,Privately Financed
76075,CONFIDENTIAL,10/31/2024,10/31/2024,,----,----,Brooklyn,,,,BK-11,47,,,,,,,10/31/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
76076,CONFIDENTIAL,10/31/2024,10/31/2024,,----,----,Staten Island,,,,SI-02,51,,,,,,,10/31/2024,New Construction,No,Non Prevailing Wage,,1.0,,,,,1.0,,,,,,,,,1.0,1,1,Privately Financed
74675,340 LENOX ROAD APARTMENTS,08/22/2023,10/31/2024,324145.0,342,LENOX ROAD,Brooklyn,11226.0,3048530041.0,3000000.0,BK-17,40,818.0,BK1701,40.654254,-73.948222,40.653906,-73.948121,10/31/2024,New Construction,No,Non Prevailing Wage,,,,,14.0,,4.0,10.0,,,,,,,14.0,,14,46,Privately Financed
72243,113-115 FATHER ZEISER PLACE APARTMENTS,11/15/2021,10/31/2024,121275.0,113,FATHER ZEISER PLACE,Bronx,10468.0,2032190213.0,2129070.0,BX-07,14,263.0,BX0701,40.864219,-73.904594,40.864413,-73.904688,10/31/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,8,Privately Financed
72243,113-115 FATHER ZEISER PLACE APARTMENTS,11/15/2021,10/31/2024,1003186.0,115,FATHER ZEISER PLACE,Bronx,10468.0,2032190214.0,2014823.0,BX-07,14,263.0,BX0701,40.864199,-73.904667,40.864386,-73.904768,10/31/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,1.0,,2.0,,,,,,3.0,,3,8,Privately Financed
66909,111 WILLOW AVENUE,06/30/2021,10/31/2024,997246.0,750,EAST 134 STREET,Bronx,10454.0,2025627501.0,2000000.0,BX-01,8,1902.0,BX0101,40.801943,-73.913905,40.801435,-73.913718,11/21/2023,New Construction,No,Non Prevailing Wage,33.0,40.0,59.0,,,1.0,23.0,70.0,26.0,14.0,,,,,133.0,,133,133,HPD Financed
69591,GREENPOINT LANDING H1H2,06/24/2021,10/31/2024,995045.0,45,COMMERCIAL STREET,Brooklyn,11222.0,3024727504.0,3000000.0,BK-01,33,56302.0,BK0101,40.736593,-73.957951,40.736903,-73.958182,08/04/2023,New Construction,No,Non Prevailing Wage,123.0,68.0,111.0,71.0,,1.0,93.0,93.0,188.0,,,,,,374.0,,374,374,HPD Financed
64745,EAST VILLAGE HOMES - PHASE I,10/15/2019,10/31/2024,927166.0,302,EAST 2 STREET,Manhattan,10009.0,1003727503.0,1091579.0,MN-03,2,2202.0,MN0303,40.720081,-73.979203,40.720454,-73.979137,09/30/2022,New Construction,No,Non Prevailing Wage,8.0,7.0,14.0,15.0,,1.0,13.0,19.0,13.0,,,,,,45.0,,45,45,HPD Financed
